date;value
1;927
2;1076
3;1373
4;1932
5;2365
6;2562
7;2653
8;2896
9;3444
10;4098
11;5010
12;5839
13;6306
14;6979
15;7398
16;6865
17;6798
18;7678
19;9241
20;10702
21;12908
22;14661
23;16293
24;18333
25;21574
26;24905
27;26467
28;26684
29;22205
30;21819
31;23847
32;22024
33;22546
34;23648
35;27538
36;29962
37;33761
38;39519
39;40541
40;39091
41;46736
42;53073
43;54957
44;56397
45;56982
46;55077
47;56380
48;60149
49;65301
