date;value
1;9,14
2;6,36
3;1,17
4;3,07
5;2,35
6;1,78
7;1,25
8;1,19
9;1,30
10;2,14
11;1,60
12;1,28
13;4,25
14;2,46
15;5,97
16;2,00
17;1,71
18;-0,44
19;-0,42
20;1,56
21;0,60
22;-2,31
23;0,30
24;0,81
25;1,24
26;0,16
27;0,97
28;2,08
29;1,04
30;0,36
31;0,14
32;0,11
33;0,39
34;-0,21
35;-0,49
36;-0,28
37;-1,26
38;1,03
39;-0,39
40;1,94
41;1,73
